match_id,title_id
12098,95
12106,92
12115,264
12128,525
12129,525
12152,54
12163,3822
12184,2224
12189,229
12195,4661
12213,650
12214,1026
12218,181
12237,2964
12300,557
12312,4392
12315,5548
12317,121
12322,3967
12360,54
12382,60
12400,121
12422,54
12427,826
12438,4380
12439,4380
12442,4380
12444,4380
12449,203
12450,3765
12451,1457
12491,525
12504,315
12505,60
12506,19
12507,755
12508,13
12513,16
12518,179
12533,138
12535,14
12537,15
12554,20
12569,525
12570,491
12589,3
12601,16
12604,60
12605,18
12606,17
12624,650
12651,147
12661,145
12682,756
12684,758
12691,759
12721,229
12760,461
12767,826
12777,229
12787,16
12789,20
12801,20
12810,4227
12918,3967
12919,20
12939,229
12948,315
12949,314
12951,311
12964,1272
12970,96
12975,146
12995,826
13005,201
13039,148
13048,3822
13060,54
13096,4578
13108,221
13116,1741
13127,146
13128,392
13225,521
13230,790
13242,128
13274,181
13290,21
13314,5548
13319,3967
13320,234
13321,20
13346,54
13355,491
13373,20
13386,314
13395,2906
13404,315
13405,649
13407,311
13419,3800
13421,3796
13449,122
13455,180
13457,179
13465,181
13467,557
13481,4685
13482,148
13484,4099
13485,3400
13498,315
13500,16
13517,19
13523,62
13524,20
13567,91
13650,179
13669,826
13683,69
13695,229
13702,179
13706,96
13707,96
13708,96
13709,96
13710,96
13717,758
13723,150
13726,59
13736,179
13752,826
13753,4578
13755,4661
13768,203
13769,179
13775,826
13827,54
13847,717
13857,15
13862,2
13871,148
13925,96
13926,96
13927,96
13928,96
13929,96
13930,96
13931,96
13988,229
13989,54
14005,60
14013,1561
14048,179
14064,495
14106,147
14109,180
14110,146
14113,148
14114,1531
14122,221
14129,54
14140,69
14167,226
14169,3754
14172,224
14185,3117
14186,3117
14197,134
14199,1997
14201,180
14203,345
14204,131
14205,179
14228,16
14230,60
14251,179
14257,3796
14276,495
14279,166
14282,1026
14297,147
14298,148
14300,1865
14301,145
14302,145
14313,461
14314,717
14315,461
14322,810
14329,1028
14333,557
14336,16
14337,60
14343,122
14345,121
14352,5548
14368,179
14391,2739
14392,3669
14396,2998
14397,1577
14425,87
14426,150
14427,59
14450,826
14458,103
14463,179
14476,345
14480,20
14481,60
14488,148
14493,229
14494,16
14499,3116
14500,20
14500,3102
14513,179
14528,3672
14551,557
14552,181
14554,558
14555,557
14560,1789
14587,757
14588,757
14589,757
14596,138
14603,144
14637,16
14651,525
14666,144
14667,143
14668,140
14677,1026
14692,94
14713,1903
14730,1976
14737,5548
14737,3200
14742,4331
14745,1846
14757,60
14760,3967
14761,20
14781,179
14785,1856
14806,525
14809,19
14816,60
14817,20
14823,229
14827,148
14886,96
14894,2214
14896,1723
14897,1723
14919,576
14921,3119
14923,3119
14933,62
14938,3116
14940,3117
14940,61
14945,773
14982,1789
14984,557
14985,5090
14986,5090
14989,557
14994,557
14995,650
14996,181
14998,557
14999,557
15000,557
15010,558
15012,650
15013,557
15030,2998
15031,1333
15032,3680
15033,1577
15034,1576
15044,2906
15047,62
15048,20
15048,3102
15097,311
15104,229
15128,1026
15129,558
15148,4380
15149,4332
15155,4380
15156,4380
15167,150
15168,508
15197,2672
15199,557
15205,143
15206,143
15217,54
15221,787
15227,1028
15228,20
15230,20
15232,20
15234,20
15240,179
15288,60
15289,3119
15290,3119
15329,62
15330,61
15340,221
15341,2535
15353,3679
15354,1912
15355,4799
15356,1789
15357,2021
15362,904
15380,758
15383,755
15403,179
15418,827
15439,1196
15452,17
15508,95
15536,20
15543,461
15544,461
15548,461
15549,461
15591,18
15608,16
15628,16
15648,3796
15662,123
15670,904
15695,826
15697,20
15710,147
15713,2906
15714,61
15717,3102
15723,123
15724,124
15733,93
15737,1382
15738,1381
15739,1416
15740,345
15741,1379
15812,4603
15815,152
15816,179
15829,20
15830,826
15836,576
15853,1028
15861,124
15894,170
15904,179
15908,179
15912,229
15920,69
15942,16
15944,20
15953,60
15962,229
15973,142
15974,140
15977,54
16018,343
16022,229
16050,16
16056,62
16057,61
16059,4066
16064,4219
16097,20
16108,1912
16116,60
16117,20
16129,345
16130,20
16134,62
16135,3119
16136,61
16137,2906
16156,20
16188,557
16220,148
16239,1353
16248,201
16251,151
16265,803
16276,827
16293,140
16294,143
16297,121
16300,1272
16301,122
16302,121
16312,21
16314,25
16315,24
16328,54
16330,5
16344,16
16349,1899
16372,229
16373,54
16376,3894
16392,717
16405,2964
16432,557
16447,62
16464,60
16465,16
16483,1557
16486,2021
16491,1789
16497,20
16516,827
16561,20
16584,1100
16630,524
16632,5651
16641,826
16642,3967
16656,144
16662,311
16673,146
16674,1865
16727,1976
16732,759
16735,757
16740,3
16741,2
16742,3
16747,23
16748,21
16749,24
16767,1196
16769,557
16833,1353
16841,96
16842,96
16843,96
16844,96
16845,96
16846,96
16847,96
16848,96
16854,1903
16855,740
16892,60
16893,16
16898,54
16928,2214
16929,3373
16952,787
16976,96
17007,3680
17014,60
17046,142
17052,59
17057,755
17075,91
17078,2378
17079,54
17089,229
17098,20
17112,3412
17116,138
17121,2827
17145,650
17146,181
17148,558
17154,150
17165,16
17167,60
17169,14
17192,1028
17201,1856
17207,3237
17208,3237
17209,3237
17210,3237
17211,2021
17212,3237
17213,3237
17215,3237
17242,1457
17246,198
17276,522
17282,4884
17288,1912
17293,4066
17298,2299
17312,229
17317,54
17321,179
17333,144
17337,3117
17368,1272
17436,557
17436,181
17444,144
17460,787
17469,803
17474,16
17475,60
17481,59
17504,16
17507,20
17517,20
17519,3200
17533,229
17537,20
17542,95
17561,16
17597,92
17608,20
17639,4380
17640,4380
17641,4380
17642,4380
17643,4380
17644,4380
17647,740
17652,60
17654,20
17661,146
17662,148
17669,54
17685,576
17708,170
17711,92
17747,179
17748,16
17762,3200
17763,121
17805,16
17808,60
17809,20
17814,1029
17817,1100
17823,3
17829,741
17832,1903
17833,740
17835,739
17860,143
17861,147
17864,264
17865,741
17900,2
17919,783
17934,60
17937,60
17958,20
17959,139
17984,522
18031,345
18035,20
18060,787
18062,179
18074,138
18075,138
18076,264
18082,20
18099,21
18100,23
18101,25
18102,24
18116,166
18124,179
18148,788
18149,264
18161,94
18191,1559
18214,826
18219,229
18272,1457
18280,1457
18282,152
18317,264
18318,787
18328,4370
18356,61
18373,826
18402,787
18403,54
18440,2906
18458,3200
18478,54
18486,1020
18505,3798
18506,3799
18507,3797
18508,3796
18524,140
18548,18
18562,229
18568,152
18570,179
18581,60
18596,741
18607,2224
18612,16
18629,60
18630,16
18631,20
18640,145
18663,4685
18664,147
18665,146
18667,148
18668,4099
18680,790
18686,146
18699,54
18740,508
18760,525
18761,773
18776,20
18790,166
18791,170
18796,1028
18820,264
18834,16
18837,4380
18838,4380
18841,740
18842,739
18852,181
18853,180
18896,54
18912,4066
18913,62
18955,60
18956,3672
18962,1457
18975,179
18983,787
18989,20
18992,20
18997,229
18998,121
19002,134
19015,650
19017,557
19023,124
19024,123
19051,94
19075,20
19102,129
19106,122
19112,122
19118,229
19143,4380
19144,1903
19147,740
19148,739
19153,1457
19154,179
19160,1865
19165,16
19178,181
19179,180
19181,181
19182,179
19183,179
19185,16
19187,18
19188,1
19190,17
19191,20
19205,140
19224,787
19225,3822
19227,4380
19228,4380
19231,739
19232,740
19233,179
19242,1912
19244,3679
19245,2021
19246,1789
19256,199
19274,1912
19287,121
19288,3373
19289,1723
19334,557
19335,558
19336,558
19337,557
19338,264
19345,54
19359,532
19368,179
19375,146
19383,16
19384,20
19390,910
19391,1741
19396,16
19413,60
19415,13
19418,16
19433,740
19479,532
19484,522
19485,495
19497,166
19499,170
19519,650
19520,181
19522,557
19523,558
19524,264
19526,123
19529,123
19530,124
19531,123
19551,20
19560,54
19577,60
19626,4000
19652,986
19699,826
19705,199
19706,20
19708,62
19710,20
19721,787
19722,264
19731,145
19740,3796
19744,181
19751,4219
19768,16
19773,1140
19774,5
19777,773
19811,16
19835,16
19836,20
19838,121
19840,201
19843,1457
19854,122
19855,1272
19859,229
19860,179
19870,3237
19883,167
19914,13
19915,20
19917,18
19919,60
19934,650
19953,2906
19959,229
19998,15
20000,13
20001,60
20010,16
20016,525
20041,758
20044,59
20045,150
20058,60
20059,16
20060,20
20064,495
20065,523
20068,525
20080,23
20082,24
20085,148
20086,1865
20087,146
20088,1531
20091,60
20092,20
20120,965
20150,20
20151,1026
20152,181
20153,558
20154,557
20156,123
20159,124
20160,123
20168,234
20195,13
20203,1856
20203,810
20217,877
20218,5443
20219,5444
20252,54
20253,229
20266,54
20269,103
20274,3967
20275,20
20293,60
20294,20
20303,142
20305,4394
20307,140
20344,229
20348,491
20355,4476
20377,137
20396,20
20410,96
20430,20
20452,229
20453,54
20459,20
20467,21
20468,23
20469,24
20481,528
20531,229
20532,54
20549,810
20583,264
20603,461
20633,1168
20639,787
20647,827
20649,60
20660,1457
20665,54
20666,16
20671,3739
20675,3119
20685,229
20726,3797
20730,16
20732,20
20733,17
20738,54
20801,20
20832,181
20833,558
20834,650
20835,1026
20837,1196
20855,59
20864,152
20881,121
20891,122
20892,3797
20905,21
20927,20
20933,1856
20948,20
20952,16
20965,1856
20971,3200
20976,531
20984,143
20985,142
20987,144
20988,140
21008,1977
21015,54
21024,3679
21028,1912
21033,181
21049,264
21050,787
21060,179
21072,60
21079,2
21085,1802
21089,61
21117,787
21119,891
21122,892
21124,650
21127,558
21128,557
21164,1557
21174,1196
21175,557
21177,557
21205,16
21208,2021
21218,826
21232,536
21235,508
21263,92
21288,264
21289,787
21312,558
21317,557
21349,122
21390,1
21396,60
21435,3125
21445,5424
21456,650
21461,1558
21462,495
21475,54
21476,229
21483,20
21488,491
21497,21
21515,264
21516,787
21533,1955
21534,1287
21542,3796
21554,166
21619,314
21620,314
21635,1093
21640,1169
21655,122
21672,1457
21686,5150
21688,1287
21700,60
21738,1457
21786,203
21796,54
21810,389
21811,389
21815,389
21838,461
21845,60
21864,1457
21869,3
21872,2
21877,20
21900,148
21904,180
21905,134
21912,20
21939,314
21946,903
21948,901
21949,902
21966,528
22009,179
22017,740
22054,59
22080,827
22081,827
22093,264
22113,986
22115,521
22130,142
22131,140
22142,1903
22144,739
22158,60
22159,16
22160,20
22168,3796
22171,16
22172,60
22177,20
22190,59
22199,3669
22200,1671
22201,1576
22202,1577
22212,1861
22219,60
22252,787
22276,4227
22278,224
22284,396
22284,15
22285,827
22291,5
22292,104
22298,20
22303,4000
22321,147
22322,146
22339,1028
22349,787
22376,21
22386,229
22393,201
22395,152
22427,60
22428,60
22435,122
22441,20
22457,4392
22458,4370
22459,4392
22464,826
22479,20
22489,314
22490,649
22491,311
22517,19
22525,739
22548,20
22561,229
22572,60
22573,16
22577,16
22616,221
22637,1954
22638,92
22643,508
22660,264
22661,787
22670,84
22671,804
22704,150
22706,150
22708,759
22723,1859
22737,146
22796,3797
22801,3796
22802,4922
22835,121
22838,1272
22839,1272
22842,121
22847,16
22860,229
22885,558
22886,3129
22887,650
22888,181
22889,557
22890,229
22891,229
22905,54
22919,344
22921,54
22923,229
22952,21
22957,1062
22977,144
22981,93
22997,1860
23011,92
23037,2021
23039,3679
23081,145
23126,758
23140,20
23145,345
23151,54
23152,229
23162,181
23166,181
23167,180
23168,179
23169,2518
23170,2518
23171,2518
23172,2518
23173,1201
23178,20
23194,1457
23220,60
23241,759
23256,170
23275,60
23284,96
23285,264
23307,2827
23308,2451
23309,1977
23311,1976
23315,558
23324,522
23336,2
23337,3
23344,479
23384,179
23399,1955
23404,1287
23405,773
23426,16
23444,95
23463,2
23465,3
23466,757
23473,20
23474,16
23489,61
23490,904
23496,20
23518,1912
23520,3119
23537,60
23540,18
23579,757
23602,1723
23616,170
23624,740
23625,739
23643,558
23677,759
23680,758
23688,522
23703,94
23713,60
23724,315
23726,314
23728,96
23744,3739
23745,179
23752,122
23753,121
23772,147
23787,142
23792,54
23797,54
23822,151
23830,54
23845,221
23851,138
23864,60
23869,20
23884,20
23888,16
23889,20
23896,461
23897,264
23916,84
23963,134
23964,134
23965,134
23966,134
23967,134
23988,3822
23990,788
24007,229
24039,16
24049,20
24053,20
24069,2670
24070,3129
24073,558
24077,3672
24078,20
24093,229
24135,16
24136,20
24141,3117
24142,3117
24148,229
24151,3200
24180,826
24221,21
24231,16
24232,4380
24233,4380
24236,4380
24237,4380
24244,60
24245,16
24246,20
24256,179
24264,16
24268,60
24272,62
24305,124
24310,123
24311,181
24314,650
24315,558
24317,4938
24340,4040
24342,142
24374,3237
24383,576
24408,1026
24409,181
24473,826
24494,787
24519,576
24546,741
24549,2059
24555,66
24562,5150
24573,60
24581,19
24623,167
24639,3412
24640,1741
24651,3237
24653,2214
24654,1723
24667,3119
24668,181
24670,650
24674,558
24676,557
24755,2378
24756,54
24764,20
24773,1554
24777,495
24778,1029
24803,522
24832,740
24833,4503
24840,60
24844,525
24857,179
24868,1868
24873,1029
24878,179
24882,181
24895,179
24900,147
24901,147
24909,2
24927,1817
24944,740
24945,4503
24979,645
25015,167
25022,123
25023,123
25024,124
25063,54
25075,229
25078,5224
25099,3796
25100,3798
25130,1457
25168,121
25171,122
25173,147
25174,2768
25175,121
25176,146
25177,148
25179,1865
25180,1531
25181,145
25200,758
25211,787
25237,229
25249,20
25269,557
25270,558
25284,3119
25349,3373
25352,2214
25353,3373
25354,1723
25369,478
25370,4392
25380,229
25385,86
25388,60
25390,16
25392,20
25393,20
25432,179
25433,3119
25433,3679
25435,2021
25436,1789
25466,827
25468,827
25500,54
25501,19
25506,3116
25512,5444
25513,5443
25521,20
25522,3967
25530,2629
25532,3373
25535,2282
25536,1723
25558,264
25586,23
25588,25
25589,24
25595,650
25597,557
25601,524
25613,1856
25617,179
25618,758
25624,755
25625,150
25626,59
25627,759
25632,1457
25634,151
25650,124
25656,1446
25661,18
25662,60
25681,180
25692,904
25698,20
25701,3
25733,148
25752,16
25763,3822
25764,787
25767,2
25776,787
25806,140
25807,143
25808,140
25814,138
25819,1650
25833,203
25857,826
25858,20
25909,54
25912,4370
25913,345
25915,4392
25939,1846
25946,557
25947,557
25948,650
25949,557
25950,557
25975,20
26004,229
26013,13
26044,826
26060,95
26084,557
26085,558
26086,181
26087,557
26088,650
26101,4356
26121,146
26125,3819
26128,4000
26131,20
26132,60
26156,717
26157,1741
26161,60
26176,142
26178,144
26179,140
26189,1272
26191,1272
26192,1272
26196,1272
26202,1448
26213,5150
26272,16
26278,1555
26290,229
26306,1846
26343,20
26348,151
26360,2906
26401,60
26410,179
26416,60
26436,508
26448,96
26449,96
26450,96
26451,96
26464,355
26489,179
26492,167
26498,60
26510,122
26539,787
26553,558
26562,60
26568,25
26574,649
26575,311
26605,1140
26606,773
26619,1576
26620,1577
26624,62
26631,123
26635,3819
26653,20
26663,142
26664,144
26665,140
26677,148
26682,2262
26710,315
26715,179
26732,146
26734,148
26767,4799
26804,142
26807,1531
26830,23
26848,493
26856,140
26875,1531
26882,826
26889,203
26895,1671
26955,897
26958,128
26964,16
26965,20
26982,16
26986,59
26988,59
26989,755
26990,59
26991,59
26992,759
26993,59
26994,59
26995,59
26996,59
26997,61
26998,3119
27001,2906
27002,62
27003,3102
27008,826
27011,650
27016,557
27090,16
27109,518
27169,20
27187,134
27199,54
27202,180
27227,95
27231,2
27232,4661
27246,198
27252,94
27258,315
27266,54
27281,16
27297,20
27297,16
27314,20
27327,315
27337,61
27353,717
27356,60
27363,16
27393,226
27395,224
27399,356
27433,144
27437,3412
27444,2906
27445,3102
27446,3119
27447,20
27480,227
27484,60
27490,1846
27493,21
27494,24
27499,915
27500,54
27503,532
27511,4066
27515,61
