title_id,name,promotion,active,rating,votes
82,ZERO1 International Junior Heavyweight Championship,13.0,True,5.67,6.0
1154,AAA Americas Trios Championship,122.0,False,,
3296,NWA World Six Man Tag Team Championship,9.0,False,,
532,Mexican National Trios Championship,78.0,True,,
5034,Loko Championship,3007.0,True,,
1976,RevPro Undisputed British Heavyweight Championship,962.0,True,8.71,35.0
2670,GFW Women's Championship,1303.0,False,,
1723,PROGRESS World Championship,903.0,True,8.96,53.0
86,NWA International Lightweight Tag Team Championship,13.0,True,,
3967,WWWF United States Heavyweight Championship,1.0,False,1.0,1.0
1846,GAORA TV Championship,6.0,True,6.0,2.0
2224,Union Pro MAX Championship,2649.0,True,,
931,PNW Heavyweight Championship,408.0,False,,
226,MLW World Tag Team Championship,22.0,True,8.0,4.0
5371,MLW Women's World Featherweight Championship,22.0,True,7.0,2.0
898,NWA OVW Hardcore Championship,11.0,False,,
479,NWF Heavyweight   Championship,7.0,False,,
5104,Catalyst Wrestling Championship,3063.0,True,,
6145,OPW Heavyweight    Championship,3635.0,True,,
2214,PROGRESS Tag Team Championship,903.0,True,7.6,15.0
557,Impact World Championship,5.0,True,7.26,197.0
528,Mexican National Middleweight Championship,122.0,True,,
2262,IWA World Heavyweight   Championship,1936.0,True,,
2598,British Empire Women's Championship,1342.0,True,,
613,IWGP Third Belt Championship,263.0,False,1.88,33.0
5908,NWA World Women's Television Championship,9.0,True,,
1,ECW Heavyweight   Championship,1.0,False,6.07,206.0
131,NWA National Heavyweight Championship,160.0,True,,
229,AWA World Tag Team Championship,41.0,False,,
390,OPW Tag Team Championship,81.0,True,,
234,WWF International Tag Team Championship,1.0,False,4.5,2.0
1605,CMLL-JAST International Junior Heavyweight Championship,1780.0,False,,
558,Impact World Tag Team Championship,5.0,True,7.2,113.0
1789,WWE NXT Championship,1.0,True,9.15,320.0
3181,Phoenix Of RISE Championship,1876.0,True,,
3373,PROGRESS Women's Championship,903.0,True,7.6,5.0
146,IWGP Junior Heavyweight Championship,7.0,True,9.28,184.0
2947,WrestlePro Gold Championship,1654.0,True,,
904,WWE Divas Championship,1.0,False,2.6,187.0
988,NWA Southern Heavyweight Championship,2880.0,False,,
4938,NJPW STRONG Openweight Championship,7.0,True,6.15,26.0
5651,CMLL Rey Del Inframundo Championship,78.0,True,,
147,IWGP Junior Heavyweight Tag Team Championship,7.0,True,7.4,105.0
145,IWGP Heavyweight Championship,7.0,False,9.8,401.0
4215,TNT Women's Championship,1530.0,True,,
1817,Southside Heavyweight Championship,962.0,False,7.0,1.0
621,ROW Heavyweight Championship,304.0,True,,
87,WCW Hardcore Championship,2.0,False,2.68,50.0
1859,IWA United States Heavyweight Championship,2260.0,False,,
2451,Southside Women's Championship,962.0,False,,
2768,NEVER Openweight Six Man Tag Team Championship,7.0,True,5.71,111.0
2715,PPW Tag Team    Championship,1526.0,True,,
130,Osaka Pro Championship,81.0,True,,
1557,NWA World Historic Light Heavyweight Championship,78.0,True,,
4380,DDT Iron Man Heavy Metal Championship,118.0,True,9.25,52.0
2812,WCR Tag Team Championship,1661.0,True,,
1026,TNA King Of The Mountain Championship,5.0,False,3.29,100.0
1561,UWN Television Championship,2870.0,True,,
2699,ICW Women's World Championship,218.0,True,,
4922,GCW Ultraviolent Championship,710.0,True,8.83,6.0
1734,TWF World Women's Championship,153.0,False,,
1577,World Of Stardom Championship,745.0,True,9.58,67.0
3317,WWN Championship,1461.0,False,,
1045,Anarchy Young Lions Championship,54.0,False,,
478,UWA World Welterweight Championship,68.0,False,,
1140,AAA World Cruiserweight Championship,122.0,True,,
13,WWE European Championship,1.0,False,5.94,108.0
3872,Synergy Championship,2015.0,False,,
3102,WWE Universal Championship,1.0,True,3.54,278.0
1200,Occidente Light Heavyweight Championship,78.0,True,,
54,AWA World Heavyweight Championship,41.0,False,7.95,20.0
1196,Impact Knockouts Tag Team Championship,5.0,True,3.19,62.0
365,WLW Heavyweight Championship,258.0,True,6.0,2.0
986,WCW United States Tag Team Championship,2.0,False,6.0,2.0
890,MSW Heavyweight    Championship,389.0,False,,
5838,NWA Wildside Tag Team Championship,15.0,False,,
4706,Lariato Pro Championship,2454.0,True,,
3927,RCW      Championship,1135.0,True,,
6097,Tenryu Project United National Tag Team Championship,644.0,True,,
739,KO-D Openweight Championship,118.0,True,8.8,35.0
4470,CMLL-Japan Women's Championship,78.0,True,4.0,1.0
1954,Regina Di WAVE Championship,326.0,True,,
5813,AAA Leyenda Azul Blue Demon Championship,122.0,True,,
2,ECW World Television Championship,3.0,False,7.9,41.0
2520,International Heavyweight Championship,535.0,False,,
4216,TNT Extreme Division Championship,1530.0,True,,
1977,RevPro Undisputed British Tag Team Championship,962.0,True,6.5,10.0
134,NWA World Junior Heavyweight Championship,9.0,True,7.89,9.0
391,STRONGEST-K Tag Team Championship,137.0,False,,
2251,Smash Wrestling Championship,992.0,True,,
4685,NJPW King Of Pro-Wrestling Championship,7.0,True,2.96,80.0
5424,AEW International Championship,2287.0,True,7.51,79.0
