event_id,broadcast_type,broadcast_date,tv_station_network,tv_rating
334606,Taped,2022-01-18,FITE TV,
118761,Taped,2015-06-20,lokale TV Sender (USA),
57074,Live,2010-10-25,USA Network,3.1
339731,Live,2022-03-29,AJPW.tv,
38188,Taped,2009-04-03,CoLours TV,
130029,Taped,2009-07-02,TNAwrestling.com,
29982,Live,2008-10-26,WWE.com,
297114,Live,2020-12-18,Fox Sports 1,
95529,Taped,2013-05-08,,
98382,Taped,,Nippon TV,
3299,Taped,2005-07-16,Samurai! TV,
56670,Taped,,TV Asahi,
58680,Live,2010-12-21,WWE.com,
59547,Taped,2011-01-27,Samurai! TV,
112144,Live,2014-09-05,Samurai! TV,
3212,Taped,1986-01-04,NBC,10.4
99563,Taped,2013-08-17,52MX,
32603,Live,,USA Network,3.3
363441,Taped,2003-02-23,,
34062,Taped,1993-07-17,lokale TV Sender (USA),
169352,Live,2017-02-27,Samurai! TV,
104953,Taped,,Nippon TV,
160218,Taped,1959-05-23,KPLR,
3830,Taped,1999-05-29,Syndication,3.13
37979,Taped,1996-01-21,Televisa Deportes,
343853,Live,2022-06-19,FITE TV,
2704,Taped,2005-03-20,Spike TV,0.9
197600,Taped,1992-04-12,TBS,
17762,Taped,1994-02-06,lokale TV Sender (USA),
249142,Live,2019-12-05,NJPWWorld.com,
9389,Taped,2000-12-10,,
70345,Taped,1995-01-07,Televisa Deportes,
182826,Taped,2005-09-21,Samurai! TV,
370340,Live,2023-09-18,USA Network,
24771,Taped,,Gaora TV,
207026,Taped,1982-07-31,,
243612,Live,2019-10-06,niconico.jp,
188029,Live,2017-11-27,USA Network,
13731,Taped,1990-02-10,lokale TV Sender (USA),
35802,Taped,2009-03-05,Spike TV,1.3
351817,Taped,,,
219251,Taped,2018-12-26,WWE Network,
162192,Taped,1978-11-26,,
141462,Taped,1976-02-07,,
165426,Taped,2016-10-15,Challenge TV,
12507,Live,1996-07-07,TBS,
169745,Live,2017-02-10,ClaroSports.com,
76861,Taped,2012-03-29,Spike TV,1.0
44335,Taped,2009-10-31,Samurai! TV,
365777,Taped,2023-04-25,Wrestle Universe,
373852,Live,2023-08-19,AJPW.tv,
2648,Taped,2004-11-06,Spike TV,
93059,Taped,2013-03-02,Fox Sports,
129794,Taped,1970-05-30,,
86567,Live,2012-12-16,PPV Sender,
105747,Taped,1992-07-26,lokale TV Sender (USA),
45461,Taped,2009-12-14,Gaora TV,
104892,Live,2013-12-11,ion Television,
239351,Live,2019-09-27,ROHWrestling.com,
33001,Taped,2008-02-23,CadenaTres,
229455,Taped,2019-04-24,AJPW.tv,
29781,Taped,1997-09-05,USA Network,
93339,Taped,2013-11-01,PPV Sender,
124242,Taped,2015-02-06,WWE Network,
164895,Taped,2016-10-22,lokale TV Sender (USA),
16469,Taped,1987-11-29,lokale TV Sender (USA),
136422,Taped,1973-11-10,,
320824,Taped,2021-08-20,NJPWWorld.com,
47634,Taped,2010-01-21,Samurai! TV,
7110,Live,2006-07-16,,
1957,Taped,1995-10-09,USA Network,2.6
112712,Taped,2014-06-21,lokale TV Sender (USA),
41549,,,lokale TV Sender (USA),
394582,Taped,1982-05-08,lokale TV Sender (USA),
164743,Live,2016-11-20,WWE Network,
203855,Live,2018-08-27,AJPW.tv,
330802,Live,2021-12-04,Dragon Gate Network,
7779,Taped,2006-09-08,UPN,1.0
151056,Taped,,niconico.jp,
314344,Taped,1990-02-24,,
7363,Live,2006-07-31,USA Network,4.1
2360,Taped,2003-01-23,UPN,3.5
211111,Live,2018-10-08,TV Asahi,
317626,Live,2021-07-24,NJPWWorld.com,
96913,Taped,2013-06-08,52MX,
313944,Taped,1992-11-08,TBS,
12528,Taped,1997-12-20,TBS,
199664,Taped,2018-05-31,Fight Network,
190271,Live,2018-01-02,WWE Network,
43007,Live,1987-11-07,NESN,
252793,Live,2020-01-24,FOX,
358532,Live,2023-01-03,USA Network,
88304,Taped,2004-01-10,Televisa Deportes,
24020,Live,2008-07-21,USA Network,3.3
362644,Taped,1987-07-13,,
170786,Live,2017-03-14,WWE Network,
381208,Live,2024-03-03,TrillerTV,
329976,Taped,2021-12-09,BT Sport,
78223,Taped,2012-04-07,Televisa Deportes,
326276,Taped,2021-10-22,TNT,
124972,Taped,2015-02-07,Fox Sports,
203398,Taped,1982-02-20,,
262427,Taped,2020-04-10,lokale TV Sender (USA),
255442,Live,2020-03-04,WWE Network,
117828,Taped,2014-09-27,CadenaTres,
199792,Live,2018-06-03,DDTuniverse.com,
112872,Live,2014-06-24,WWE Network,
11480,Taped,2004-03-07,lokale TV Sender (USA),
134503,Taped,2015-07-22,WWE Network,
18500,Live,1985-06-21,MSG Network,
138312,Taped,2015-10-08,Syfy,
104022,Taped,,Nippon TV,
70482,Taped,1995-02-25,Televisa Deportes,
348047,Live,2022-08-12,FOX,
391486,Taped,1999-07-17,lokale TV Sender (USA),
17824,Taped,1994-03-27,lokale TV Sender (USA),
328595,Live,2021-12-28,USA Network,
310995,Taped,2021-05-08,Wrestle Universe,
6309,Live,1999-02-04,TBS,3.5
9203,Taped,2003-01-11,lokale TV Sender (USA),
320764,Live,2021-11-21,WWE Network,
287466,Live,1953-02-03,,
18373,Taped,1986-08-09,lokale TV Sender (USA),
14899,Live,2007-11-18,PPV Sender,
367066,Live,2023-05-14,Abema TV / Wrestle Universe,
97314,Taped,1999-05-06,lokale TV Sender (USA),
9472,Taped,2001-07-22,,
136100,Taped,1986-03-22,,
74556,Taped,2012-01-27,Syfy,2.1
66214,Taped,2011-07-23,KDOC-TV,
89993,Taped,2013-01-31,G+,
81658,Taped,1991-04-13,,
22166,Taped,2008-06-13,The CW,2.2
15803,Taped,1996-11-10,USA Network,
95518,Taped,2005-04-09,Galavision,
162445,Taped,,KPLR,
100598,Taped,1991-01-26,TBS,
365528,Taped,2023-04-25,YouTube.com,
13056,Taped,1989-02-03,lokale TV Sender (USA),
17705,Taped,1993-10-10,lokale TV Sender (USA),
268308,Taped,2020-05-15,lokale TV Sender (USA),
8902,Taped,2000-07-02,USA Network,
348739,Live,2022-10-08,FITE TV,
16532,Taped,1988-04-03,lokale TV Sender (USA),
291762,Taped,2020-09-29,YouTube.com,
351830,Taped,,,
358534,Live,2023-01-17,USA Network,
163965,Taped,2016-11-11,WWE Network,
361391,Live,2023-03-06,USA Network,
125802,Live,2015-06-19,PPV Sender,
126742,Taped,2015-03-25,WWE Network,
173633,Taped,2017-04-30,niconico.jp,
167501,Taped,2017-03-17,PPV Sender,
324109,Taped,1992-11-28,TBS,
53862,Taped,2006-05-07,Televisa Deportes,
110446,Taped,2014-05-04,Gaora TV,
200004,Taped,2018-06-06,WWE Network,
9632,,,,
47648,Taped,,Samurai! TV,
302602,Taped,2021-02-12,lokale TV Sender (USA),
166063,Live,2016-12-13,USA Network,
89977,Taped,2013-01-05,52MX,
97393,Taped,1999-05-13,lokale TV Sender (USA),
369565,Live,2023-09-03,FITE TV,
105557,Taped,2014-01-03,The CW,
117767,Live,2014-09-28,Samurai! TV,
12854,Taped,,lokale TV Sender (USA),
175186,Live,2017-05-17,TV Asahi,
14412,Taped,1991-11-30,lokale TV Sender (USA),
361221,Taped,2023-02-09,AXS TV,
44918,,,,
82124,Taped,,,
36270,Taped,2009-03-13,Samurai! TV,
236412,Taped,2019-08-17,Samurai! TV,
27751,Live,,Sci Fi Channel,
341724,Live,2022-05-18,NJPWWorld.com,
122830,Live,2015-01-13,Samurai! TV,
60533,Taped,1994-12-13,lokale TV Sender (USA),
11614,Taped,2004-09-25,lokale TV Sender (USA),
106588,Taped,2014-01-31,WWE.com,
19678,Taped,1994-04-02,TBS,
36477,,,,
233214,Live,2019-07-02,USA Network,
165719,Taped,2016-12-19,Gaora TV,
54588,Live,2011-05-01,PPV Sender,
324996,Taped,2021-10-04,YouTube.com,
33913,Taped,1993-02-20,lokale TV Sender (USA),
207631,Taped,,,
5297,Taped,2006-02-04,Spike TV,0.7
14464,Taped,1992-04-04,lokale TV Sender (USA),
173261,,,,
347069,Taped,,,
275485,Taped,2020-07-24,NJPWWorld.com,
240662,Live,2019-09-15,Samurai! TV,
3173,Taped,2000-08-24,UPN,4.3
229256,Live,2019-04-21,DDTuniverse.com,
5669,Taped,2006-01-14,Samurai! TV,
248517,Taped,2020-09-05,Fight Network,
8564,Taped,2006-10-20,The CW,2.8
129605,Taped,2009-05-14,TNAwrestling.com,
337155,Taped,2022-02-24,AXS TV,
340886,Taped,,lokale TV Sender (USA),
159081,Taped,1978-03-04,,
294008,Taped,,,
17361,Taped,1991-08-11,lokale TV Sender (USA),
182762,Taped,2005-06-08,Samurai! TV,
182973,Live,2017-09-01,Claro Sports,
127421,Taped,2015-03-14,Televisa Deportes,
332672,Live,2022-04-23,FITE TV,
4627,Taped,2002-10-03,UPN,3.6
118403,Taped,1998-06-27,lokale TV Sender (USA),
196943,Taped,2018-04-11,WWE Network,
139873,Taped,1975-02-15,,
9502,Taped,2001-12-02,MTV,
25296,Taped,,Samurai! TV,
157333,Taped,2016-07-09,Televisa Deportes,
136874,Live,2015-09-07,YouTube.com,
307857,Taped,2020-09-20,beIN SPORTS (USA),
82094,Taped,2012-07-18,Gaora TV,
306653,Taped,2021-03-23,YouTube.com,
151399,,,,
38243,Taped,2009-04-23,Spike TV,1.2
60186,Taped,2011-02-17,Spike TV,1.1
211999,Taped,2018-10-17,DDTuniverse.com,
16536,Taped,1988-05-01,lokale TV Sender (USA),
32985,Taped,2009-01-09,Nippon TV / G+,
126614,Taped,1967-04-04,,
124807,Taped,1965-12-27,,
133076,Taped,2014-06-11,Challenge TV,
310831,Taped,2021-04-13,YouTube.com,
372789,Live,2023-10-07,TNT,
207034,Taped,1982-09-04,,
303714,Taped,2021-02-13,Fight Network,
220955,Taped,2019-01-16,WWE Network,
115692,Taped,2014-08-09,lokale TV Sender (USA),
161285,Live,2016-09-25,WWE Network,
294379,Taped,,,
68835,Taped,2011-09-16,Syfy,1.8
4998,Live,2004-11-16,,
354979,Taped,2022-10-29,YouTube.com,
172940,Taped,1981-04-12,,
122168,Taped,1968-01-10,,
82392,Taped,1991-05-25,TBS,
4572,Taped,2001-10-11,UPN,3.9
36202,Taped,1999-06-26,lokale TV Sender (USA),
87044,Taped,,TV Asahi,
47296,Taped,1995-08-22,lokale TV Sender (USA),
15925,Taped,2000-08-12,lokale TV Sender (USA),
83694,Taped,2012-07-28,52MX,
293873,Taped,,,
2494,Live,,,
217203,Live,2018-12-05,Facebook.com,
208247,Taped,2018-09-06,POP TV,
354229,Taped,2022-11-08,YouTube.com,
231927,Live,2019-06-16,Samurai! TV,
55959,Taped,,,
75355,Taped,2012-02-21,Samurai! TV,
4311,Live,1999-10-11,TNT,2.6
2015,Live,1998-05-11,USA Network,4.3
62147,Taped,2011-04-10,Gaora TV,
37873,Taped,1999-05-08,TBS,
357767,Live,2023-01-04,niconico.jp,
199154,Live,2018-05-21,YouTube.com,
188686,Taped,2017-12-09,Fight Network,
357977,Taped,2022-12-15,Pro Wrestling TV,
197594,Taped,1992-05-16,TBS,
394139,Taped,1980-12-06,lokale TV Sender (USA),
315819,Live,2021-06-23,YouTube.com,
94110,Taped,2013-03-30,lokale TV Sender (USA),
306491,Live,2021-03-31,USA Network,
341982,Taped,2022-08-22,YouTube.com,
364196,Taped,2023-04-21,WWE Network,
96715,Live,1974-01-19,Nippon TV,
121770,Taped,1965-05-17,,
16787,Taped,1989-08-13,lokale TV Sender (USA),
6253,Taped,1993-02-20,lokale TV Sender (USA),
50920,Live,2010-05-05,PPV Sender,
164814,Taped,2016-10-15,52MX,
110835,Taped,2014-05-03,lokale TV Sender (USA),
98958,Taped,2013-08-03,Fox Sports,
347044,Taped,2022-09-16,TNT,
56413,Taped,1989-02-18,TV Asahi,
350203,Taped,2022-08-16,Impact Plus,
217491,Taped,2018-12-07,beIN SPORTS (USA),
198683,Taped,2018-05-17,Hulu,
382935,Live,2024-02-14,TBS,
102160,Taped,2013-11-01,Samurai! TV,
252693,Taped,1992-11-07,TBS,
47393,Live,2003-10-13,SKY PerfecTV!,
13070,Taped,1989-02-18,lokale TV Sender (USA),
91435,Taped,1994-09-17,TBS,
57584,Taped,1985-03-09,Nippon TV,
151372,Taped,2016-04-20,WWE Network,
41088,Taped,2009-07-27,J-SPORTS ESPN,
6416,Taped,1999-06-17,TBS,3.0
148344,Taped,,,
97407,Taped,1999-06-03,lokale TV Sender (USA),
307906,Taped,2021-04-07,Wrestle Universe,
286836,Taped,2020-09-03,BT Sport,
156432,Taped,2016-06-21,POP TV,
161380,Taped,1997-11-12,Samurai! TV,
252360,Live,2020-01-10,AJPW.tv,
176039,Live,2017-05-23,YouTube.com,
125200,Taped,1966-01-29,,
92901,Taped,,,
369569,Live,2023-09-02,TNT,
144963,Live,2016-01-10,nicovideo.jp,
171223,Live,2017-03-20,TV Asahi,
42011,Taped,2002-04-08,Sports-i ESPN,
288539,Live,2020-09-14,USA Network,
113069,Live,2014-08-17,Ustream.tv,
57616,Taped,,TV Asahi,
213662,Live,2018-10-30,YouTube.com,
59770,Taped,2011-02-03,Spike TV,1.3
370198,Live,2023-09-24,TV Asahi,
52097,Taped,2010-06-09,Samurai! TV,
58280,Taped,2010-12-03,Syfy,
344279,Live,2022-07-04,NJPWWorld.com,
2476,Live,2003-10-19,,
67953,Taped,2011-08-20,CadenaTres,
54697,Taped,2007-07-15,Televisa Deportes,
169991,Live,2017-03-01,NJPWWorld.com,
115253,Taped,2014-08-09,CadenaTres,
140889,Taped,1975-06-14,,
218059,Live,2018-12-15,NJPWWorld.com,
10244,Taped,2004-12-13,Spike TV,
361105,Taped,1977-04-09,lokale TV Sender (USA),
131832,Taped,1971-04-03,,
287806,Taped,2020-09-04,YouTube.com,
80827,Taped,1991-03-09,TBS,
42988,Taped,1993-05-23,Televisa Deportes,
83699,Taped,2012-08-04,CadenaTres,
165914,Taped,2016-12-08,Hulu,
70026,Taped,1994-07-30,Televisa Deportes,
12489,Taped,1998-10-17,TBS,
202031,Taped,1983-09-10,,
381950,Live,2024-05-01,TBS,
191242,Taped,2018-01-18,Samurai! TV,
231116,Live,2019-05-24,Marca,
348676,Taped,2022-07-31,YouTube.com,
359090,Taped,1972-04-08,lokale TV Sender (USA),
21602,Taped,2008-06-06,Samurai! TV,
319477,Taped,2021-08-02,YouTube.com,
133847,Taped,2015-06-13,52MX,
233216,Taped,2019-06-22,niconico.jp,
175815,Taped,1982-09-19,,
315981,Taped,1990-08-25,,
9465,Taped,2001-06-17,MTV,
60516,Taped,1994-06-07,lokale TV Sender (USA),
359581,Taped,1972-07-29,lokale TV Sender (USA),
305312,Live,2021-03-07,OPENREC.tv,
5700,Taped,2006-03-05,Samurai! TV,
59877,Taped,1992-08-15,lokale TV Sender (USA),
195165,Live,2018-03-09,Claro Sports,
16684,Taped,1989-03-05,lokale TV Sender (USA),
60140,Taped,,TV Asahi,
13738,Taped,1990-03-31,lokale TV Sender (USA),
16594,Taped,1988-07-31,lokale TV Sender (USA),
70296,Taped,2011-11-05,KDOC-TV,
138934,Live,2015-10-19,USA Network,
8488,Taped,,Nippon TV,
296892,Live,2020-12-04,NJPWWorld.com,
46990,Taped,1995-07-09,Televisa Deportes,
248018,,,NJPWWorld.com,
106610,Live,2014-06-21,TV Asahi,
221530,Taped,2019-01-29,DDTuniverse.com,
222633,Taped,,AJPW.tv,
47029,Taped,1995-10-07,Televisa Deportes,
17988,Taped,1995-04-09,lokale TV Sender (USA),
65897,Taped,2011-07-17,Televisa Deportes,
188519,Live,2017-12-05,WWE Network,
358546,Live,2023-01-27,FOX,
361826,Taped,2023-11-23,AXS TV,
361313,Live,2023-02-11,FITE TV,
329529,Taped,2021-11-23,YouTube.com,
152089,Live,2016-06-03,Samurai! TV,
394003,Taped,1980-06-07,lokale TV Sender (USA),
109674,Taped,2014-07-28,Nippon TV / G+,
79128,Taped,2012-05-03,Spike TV,1.0
50065,Taped,2001-02-18,Televisa Deportes,
373618,Taped,1995-06-25,Syndication,
161878,Live,2016-10-10,TV Asahi 2,
139711,Taped,1974-12-21,,
262416,Taped,1998-07-05,Samurai! TV,
183291,Taped,2017-09-07,POP TV,
353942,Live,2023-01-11,TBS,
16861,Taped,1989-01-28,TBS,
196660,Taped,2018-04-10,Samurai! TV,
315960,Taped,1990-08-25,TBS,
12472,Taped,2000-02-26,TBS,1.26
365848,Live,2023-04-23,AJPW.tv,
345436,Taped,2022-08-12,TNT,
226693,Taped,2019-02-08,lokale TV Sender (USA),
268656,Live,1960-02-06,WBBM TV,
251525,Taped,,NJPWWorld.com,
309194,Live,2021-05-07,FOX,
72954,Taped,2011-12-03,52MX,
359683,Live,2023-10-10,YouTube.com,
381777,Taped,1979-03-03,lokale TV Sender (USA),
169433,Taped,1979-10-21,,
186025,Live,2017-10-29,DDTuniverse.com,
320016,Taped,2021-08-20,Impact Plus,
86045,Taped,2012-10-10,,
58503,Taped,1983-12-24,,
98211,Taped,2013-05-08,TVC Deportes,
164028,Live,2016-12-10,NJPWWorld.com,
5115,Taped,2005-12-16,WWE.com,
67418,Taped,2011-02-20,Televisa Deportes,
52988,,,Samurai! TV,
123189,Taped,2015-01-15,Syfy,
168287,Taped,2017-01-26,Hulu,
161597,Taped,2016-10-02,Gaora TV,
363273,Live,2023-03-19,Wrestle Universe,
74103,Taped,2012-01-31,Challenge TV,
112653,,,,
390499,Live,2024-04-27,TNT,
191580,Taped,2018-01-18,Hulu,
189623,Taped,2017-12-28,Hulu,
36166,Taped,1999-02-20,lokale TV Sender (USA),
175743,Taped,1982-08-01,,
5896,Taped,2006-03-18,WWE.com,
249919,Taped,2019-12-12,Hulu,
88112,Taped,2012-11-20,Samurai! TV,
358414,Live,2022-12-24,Wrestle Universe,
150217,Taped,2016-04-08,WWE Network,
201989,Live,2018-07-08,DDTuniverse.com,
40318,,,,
78432,Taped,1996-10-19,Televisa Deportes,
252730,Taped,2020-01-23,BT Sport,
339494,Live,2023-04-01,WWE Network,
56840,Taped,2008-06-22,Televisa Deportes,
64391,Taped,1992-01-12,Televisa Deportes,
373326,Taped,1991-03-24,TBS,
239330,Taped,2019-09-04,WWE Network,
107659,Taped,2013-04-02,Challenge TV,
319931,Taped,2021-08-20,lokale TV Sender (USA),
122844,Taped,2014-12-03,Spike TV,
117431,Taped,2014-11-05,Spike TV,
362769,Taped,1983-03-19,,
11901,Live,,Samurai! TV,
150576,Live,2016-04-11,YouTube.com,
227351,Taped,2019-04-06,Samurai! TV,
166114,Taped,1979-06-10,,
338026,Live,2023-02-18,WWE Network,
86666,Taped,2003-01-25,Televisa Deportes,
41714,Taped,1997-05-31,TV Asahi,
54569,Taped,2007-05-13,Televisa Deportes,
12443,Taped,1992-02-15,TBS,
51882,Live,2005-01-14,PPV Sender,
207004,Taped,1982-06-12,,
47018,Taped,,,
154970,Taped,2016-05-31,POP TV,
47043,Taped,1995-10-22,Televisa Deportes,
250020,Live,2019-12-15,DDTuniverse.com,
12847,Taped,1991-01-26,TBS,
287693,Taped,2020-09-03,Hulu,
9741,Taped,2007-01-06,Samurai! TV,
314071,Taped,1994-11-12,TBS,
3595,Live,1997-08-04,USA Network,2.7
176085,Taped,2017-05-25,POP TV,
266468,Live,2020-05-10,AbemaTV,
140809,Live,2015-11-16,USA Network,
80995,Taped,1999-09-25,Televisa Deportes,
329236,Taped,2021-11-20,NJPWWorld.com,
20864,Taped,,Gaora TV,
2427,Live,,TNN,4.1
192968,Taped,2018-02-06,WWE Network,
331798,Live,2021-12-17,Ticketmaster Live,
385529,Live,2024-03-25,USA Network,
251602,Live,2020-01-06,USA Network,
236518,Taped,2019-08-14,DDTuniverse.com,
325445,Taped,1992-10-31,lokale TV Sender (USA),
371820,Live,2023-09-30,WWE Network,
59599,Live,2011-01-24,USA Network,3.29
138010,Taped,2016-02-13,lokale TV Sender (USA),
1663,Live,1998-07-27,TNT,4.7
135165,Live,2015-07-10,AXS TV,
209735,Taped,1992-07-11,WGN,
51412,Taped,2010-05-27,Spike TV,
89862,Taped,2013-01-01,Challenge TV,
169985,Taped,2017-02-16,POP TV,
60014,Taped,2011-02-11,Syfy,1.79
193742,Live,2018-02-19,USA Network,
182430,Taped,1985-03-10,,
104018,Taped,,Nippon TV,
262417,,,Samurai! TV,
86916,Taped,,TV Asahi,
18191,Taped,1985-03-23,lokale TV Sender (USA),
133292,Taped,1972-05-27,,
43706,Taped,2009-10-09,MyNetworkTV,1.9
224168,Live,2019-02-25,USA Network,
6929,Live,,PPV Sender,
363334,Live,2023-06-04,FITE TV,
86278,Live,2012-10-15,USA Network,2.8
152108,Live,2016-07-25,NJPWWorld.com,
24095,Taped,2004-12-13,Sports-i ESPN,
187602,Live,2018-02-25,WWE Network,
52580,,,,
291926,Taped,,,
47337,Taped,1996-05-28,lokale TV Sender (USA),
86515,Taped,,TV Asahi,
177019,Taped,2017-06-10,DragonGateStudio.com,
269667,Taped,2020-05-29,WWE Network,
182836,Live,2017-08-28,YouTube.com,
191866,Live,2018-01-19,Claro Sports,
251530,Live,2020-01-10,NJPWWorld.com,
358924,Taped,1971-12-18,lokale TV Sender (USA),
11549,Live,,USA Network,3.7
145591,Taped,2015-11-28,52MX,
54914,,,,
230358,Taped,,,
5658,Taped,,Samurai! TV,
15582,Taped,1994-01-22,lokale TV Sender (USA),
84154,Taped,2001-09-08,Televisa Deportes,
18514,Live,1986-07-12,MSG Network,
160134,Taped,2016-09-03,Samurai! TV,
315221,Taped,2021-06-17,AXS TV,
103053,Taped,2013-11-09,Fox Sports,
48452,Taped,2000-07-09,lokale TV Sender (USA),
272943,Live,2020-06-22,NJPWWorld.com,
73350,Taped,2011-12-27,,
198027,Taped,2018-04-07,lokale TV Sender (USA),
370332,Live,2023-09-04,USA Network,
313001,Live,2021-07-26,USA Network,
14269,Taped,1999-09-19,lokale TV Sender (USA),
54172,Taped,2010-08-23,Gaora TV,
92916,Taped,1995-01-07,TBS,
319335,Live,2021-07-28,Wrestle Universe,
8557,Taped,2006-10-23,J-SPORTS ESPN,
230747,Taped,2019-05-15,WWE Network,
26202,Live,1977-10-24,MSG Network,
171882,Live,2017-04-30,WWE Network,
162450,Taped,,KPLR,
345652,Taped,2022-06-27,YouTube.com,
133633,Taped,2015-05-08,Challenge TV,
12459,Taped,1991-04-13,TBS,
51158,Live,1987-03-20,TV Asahi,
16158,Taped,2001-03-31,lokale TV Sender (USA),
361691,Live,2023-05-17,TBS,
104332,Taped,,Nippon TV,
160150,Taped,,niconico.jp,
18448,Taped,1980-03-22,lokale TV Sender (USA),
88653,Live,2013-04-05,ROHWrestling.com,
46267,Taped,,Gaora TV,
207052,Taped,1982-11-06,,
367512,Taped,,Space,
16443,,,,
39758,Taped,2009-06-11,Spike TV,1.1
280764,Taped,2020-07-18,Samurai! TV,
254399,Live,2020-02-11,DDTuniverse.com,
124971,Taped,2015-02-14,CadenaTres,
54127,Taped,,Gaora TV,
124108,Taped,2015-02-27,Destination America,
182321,Live,2017-08-22,USA Network,
347978,Live,2022-07-27,niconico.jp,
384292,Taped,1979-10-20,lokale TV Sender (USA),
16929,Taped,1990-05-06,lokale TV Sender (USA),
20854,Live,2008-04-28,USA Network,3.3
359185,Taped,2023-01-03,YouTube.com,
86589,Taped,,TV Asahi,
135330,Taped,2015-08-11,Nippon TV / G+,
299183,Live,2021-01-20,USA Network,
316117,Taped,1990-09-16,TBS,
53440,Taped,,Gaora TV,
42401,Live,1997-06-13,,
361949,Taped,1977-12-24,lokale TV Sender (USA),
373360,Taped,1991-03-23,WGN,
295191,Live,2020-10-30,Ticketmaster Live,
342416,Live,2022-05-04,AbemaTV,
59467,Taped,2011-01-28,Gaora TV,
4530,Taped,2001-03-29,UPN,4.9
201504,Taped,,AXS TV,
293910,Taped,,,
37770,Taped,1999-02-20,lokale TV Sender (USA),
308505,Taped,2021-04-12,Wrestle Universe,
119932,Taped,2014-11-06,niconico.jp,
258587,Live,2020-03-23,AJPW.tv,
121145,Taped,1965-02-20,,
70651,Taped,2011-10-20,Spike TV,1.4
2597,Taped,2004-07-11,,
141310,Taped,1975-12-20,,
335322,Live,2022-02-02,niconico.jp,
68586,Taped,2011-09-03,CadenaTres,
97592,Taped,,Nippon TV,
68143,Taped,1993-02-27,Televisa Deportes,
294478,Live,2020-10-25,Samurai! TV,
3341,Taped,,Nippon TV / G+,
27055,Taped,,Gaora TV,
3695,,,,
353819,Taped,1991-07-08,,
357848,Live,2022-12-14,Wrestle Universe,
201604,Taped,2018-08-11,lokale TV Sender (USA),
98269,Taped,,Nippon TV,
59706,Taped,2011-02-07,G+,
4395,Live,2000-06-26,TNT,2.8
13091,Taped,,ESPN,
50441,Taped,2010-04-26,Spike TV,0.5
373714,Taped,1991-02-17,TBS,
180051,Taped,1984-11-11,,
2067,Live,1999-03-15,USA Network,5.8
339432,Live,2022-04-01,YouTube.com,
302433,Taped,2021-02-03,Wrestle Universe,
87770,Taped,2003-07-05,Televisa Deportes,
12477,Taped,1998-05-23,TBS,
200676,Taped,2018-06-25,WWE Network,
170137,Taped,1979-11-04,,
290977,Live,2020-09-22,AbemaTV,
358535,Live,2023-01-24,USA Network,
267544,Live,2020-06-17,USA Network,
8135,Live,,Nippon TV / G+,
380446,Taped,2024-05-03,FOX,
43736,Taped,1994-01-29,,
55175,Taped,2010-10-22,KDOC-TV,
361609,Taped,2023-02-14,YouTube.com,
81194,Taped,2012-06-16,lokale TV Sender (USA),
96028,Taped,2013-05-30,Spike TV,0.8
374454,Live,2023-08-27,Dragon Gate Network,
41633,Taped,1997-04-05,TV Asahi,
158370,Taped,2016-07-21,POP TV,
106518,Taped,2014-01-31,Nippon TV,
58348,Taped,1982-10-30,,
97240,Taped,,Nippon TV,
84418,Taped,1996-08-11,lokale TV Sender (USA),
1753,Live,1987-03-29,,
351872,Taped,,,
355094,Taped,2022-11-07,YouTube.com,
24102,Taped,2008-07-25,The CW,
107079,Taped,2013-11-17,TVC Deportes,
12858,Taped,1991-11-02,lokale TV Sender (USA),
96920,Taped,,Nippon TV,
14411,Taped,1991-11-23,lokale TV Sender (USA),
342395,Taped,2022-05-05,YouTube.com,
327027,Taped,2021-10-26,YouTube.com,
182075,Taped,2017-08-10,DragonGateStudio.com,
76093,Taped,2012-03-14,Challenge TV,
350445,Taped,2022-08-27,NJPWWorld.com,
47387,Taped,1997-01-16,lokale TV Sender (USA),
182676,Taped,2004-08-09,Samurai! TV,
11706,Taped,,TV Asahi,
40168,Taped,2009-06-14,Televisa Deportes,
319490,Live,2021-08-01,Wrestle Universe,
249312,Live,2019-12-26,FITE TV,
17562,Taped,1992-04-26,lokale TV Sender (USA),
98067,Taped,2013-07-12,Syfy,1.7
18042,Taped,1984-03-10,lokale TV Sender (USA),
206726,Live,2018-10-12,ROHWrestling.com,
320322,Taped,2021-08-10,YouTube.com,
72278,Taped,,TV Asahi,
3950,Taped,,MSG Network,
75830,Taped,2012-01-07,Fox Sports,
145334,Live,2016-01-23,Samurai! TV,
